Date of Purchase,Old Purchaser Name,Purchaser,Denomination,Purchaser Group
4/12/2019,PHL FINIVEST PVT LTD,PHL FINIVEST PVT LTD,10000000,Others
4/12/2019,PHL FINIVEST PVT LTD,PHL FINIVEST PVT LTD,10000000,Others
4/12/2019,PHL FINIVEST PVT LTD,PHL FINIVEST PVT LTD,10000000,Others
4/12/2019,PHL FINIVEST PVT LTD,PHL FINIVEST PVT LTD,10000000,Others
4/12/2019,PHL FINIVEST PVT LTD,PHL FINIVEST PVT LTD,10000000,Others
4/12/2019,PHL FINIVEST PVT LTD,PHL FINIVEST PVT LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PIRAMAL ENTERPRISES LIMITED,PIRAMAL ENTERPRISES LTD,10000000,Others
4/12/2019,PONUGOTI HEMENDAR RAO,PONUGOTI HEMENDAR RAO,100000,Others
4/12/2019,PONUGOTI HEMENDAR RAO,PONUGOTI HEMENDAR RAO,100000,Others
4/12/2019,PONUGOTI HEMENDAR RAO,PONUGOTI HEMENDAR RAO,100000,Others
4/12/2019,RENUKA INVESTMENTS AND FINANCE LTD,RENUKA INVESTMENTS AND FINANCE LTD,10000000,Others
4/12/2019,RENUKA INVESTMENTS AND FINANCE LTD,RENUKA INVESTMENTS AND FINANCE LTD,10000000,Others
4/12/2019,RENUKA INVESTMENTS AND FINANCE LTD,RENUKA INVESTMENTS AND FINANCE LTD,10000000,Others
4/12/2019,RENUKA INVESTMENTS AND FINANCE LTD,RENUKA INVESTMENTS AND FINANCE LTD,10000000,Others
4/12/2019,RENUKA INVESTMENTS AND FINANCE LTD,RENUKA INVESTMENTS AND FINANCE LTD,10000000,Others
4/12/2019,RENUKESHWAR INVESTMENTS PVT LTD,RENUKESHWAR INVESTMENTS PVT LTD,10000000,Others
4/12/2019,RENUKESHWAR INVESTMENTS PVT LTD,RENUKESHWAR INVESTMENTS PVT LTD,10000000,Others
4/12/2019,RENUKESHWAR INVESTMENTS PVT LTD,RENUKESHWAR INVESTMENTS PVT LTD,10000000,Others
4/12/2019,RENUKESHWAR INVESTMENTS PVT LTD,RENUKESHWAR INVESTMENTS PVT LTD,10000000,Others
4/12/2019,RENUKESHWAR INVESTMENTS PVT LTD,RENUKESHWAR INVESTMENTS PVT LTD,10000000,Others
4/12/2019,SHIVAM TRANSCON PRIVATE LIMITED,SHIVAM TRANSCON PRIVATE LTD,1000000,Others
4/12/2019,SHIVAM TRANSCON PRIVATE LIMITED,SHIVAM TRANSCON PRIVATE LTD,1000000,Others
4/12/2019,SHIVAM TRANSCON PRIVATE LIMITED,SHIVAM TRANSCON PRIVATE LTD,1000000,Others
4/12/2019,SHIVAM TRANSCON PRIVATE LIMITED,SHIVAM TRANSCON PRIVATE LTD,1000000,Others
4/12/2019,SHIVAM TRANSCON PRIVATE LIMITED,SHIVAM TRANSCON PRIVATE LTD,1000000,Others
4/12/2019,SKYWORLD DEVELOPERS LLP,SKYWORLD DEVELOPERS LLP,100000,Others
4/12/2019,SKYWORLD DEVELOPERS LLP,SKYWORLD DEVELOPERS LLP,100000,Others
4/12/2019,SKYWORLD DEVELOPERS LLP,SKYWORLD DEVELOPERS LLP,100000,Others
4/12/2019,SKYWORLD DEVELOPERS LLP,SKYWORLD DEVELOPERS LLP,100000,Others
4/12/2019,SKYWORLD DEVELOPERS LLP,SKYWORLD DEVELOPERS LLP,1000000,Others
4/12/2019,SKYWORLD DEVELOPERS LLP,SKYWORLD DEVELOPERS LLP,100000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/12/2019,TEXPORT CREATION,TEXPORT CREATION,1000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,10000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,1000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,1000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,1000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,10000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,1000000,Others
4/15/2019,ALOK NARAYAN PANDEY,ALOK NARAYAN PANDEY,10000000,Others
4/15/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/15/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/15/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/15/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/15/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/15/2019,CHHATTISGARH DISTILLERIES LIMITED,CHHATTISGARH DISTILLERIES LTD,10000000,Others
4/15/2019,DEMPO INDUSTRIES PVT LTD,DEMPO INDUSTRIES PVT LTD,100000,Others
4/15/2019,DEMPO INDUSTRIES PVT LTD,DEMPO INDUSTRIES PVT LTD,100000,Others
4/15/2019,DEMPO INDUSTRIES PVT LTD,DEMPO INDUSTRIES PVT LTD,100000,Others
4/15/2019,DEMPO INDUSTRIES PVT LTD,DEMPO INDUSTRIES PVT LTD,100000,Others
4/15/2019,DEMPO INDUSTRIES PVT LTD,DEMPO INDUSTRIES PVT LTD,100000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,GUJARAT FLUORO CHEMICALS LIMITED,GUJARAT FLUORO CHEMICALS LTD,10000000,Others
4/15/2019,KOTESWAR RAO GULLAPALLY,KOTESWAR RAO GULLAPALLY,100000,Others
4/15/2019,KOTESWAR RAO GULLAPALLY,KOTESWAR RAO GULLAPALLY,100000,Others
4/15/2019,KOTESWAR RAO GULLAPALLY,KOTESWAR RAO GULLAPALLY,100000,Others
4/15/2019,KOTESWAR RAO GULLAPALLY,KOTESWAR RAO GULLAPALLY,100000,Others
4/15/2019,KOTESWAR RAO GULLAPALLY,KOTESWAR RAO GULLAPALLY,100000,Others
4/15/2019,MANDADI RAMULU,MANDADI RAMULU,100000,Others
4/15/2019,MANDADI RAMULU,MANDADI RAMULU,100000,Others
4/15/2019,MANDADI RAMULU,MANDADI RAMULU,100000,Others
4/15/2019,MANDADI RAMULU,MANDADI RAMULU,100000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,1000000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,100000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,100000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,100000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,100000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,100000,Others
4/15/2019,MOHINDER KUMAR JAIN,MOHINDER KUMAR JAIN,1000000,Others
4/15/2019,MR RAJ DEEPAK VARSHNEY,MR RAJ DEEPAK VARSHNEY,100000,Others
4/15/2019,MR RAJ DEEPAK VARSHNEY,MR RAJ DEEPAK VARSHNEY,100000,Others
4/15/2019,MR RAJ DEEPAK VARSHNEY,MR RAJ DEEPAK VARSHNEY,100000,Others
4/15/2019,MR RAJ DEEPAK VARSHNEY,MR RAJ DEEPAK VARSHNEY,100000,Others
4/15/2019,MR RAJ DEEPAK VARSHNEY,MR RAJ DEEPAK VARSHNEY,100000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,Others
4/15/2019,OCEAN SPARKLE LTD,OCEAN SPARKLE LTD,1000000,Others
4/15/2019,PAPPI REDDY KISHORE KUMAR REDDY,PAPPI REDDY KISHORE KUMAR REDDY,100000,Others
4/15/2019,PAPPI REDDY KISHORE KUMAR REDDY,PAPPI REDDY KISHORE KUMAR REDDY,100000,Others
4/15/2019,PAPPI REDDY KISHORE KUMAR REDDY,PAPPI REDDY KISHORE KUMAR REDDY,100000,Others
4/15/2019,PAPPI REDDY KISHORE KUMAR REDDY,PAPPI REDDY KISHORE KUMAR REDDY,100000,Others
4/15/2019,PAPPI REDDY KISHORE KUMAR REDDY,PAPPI REDDY KISHORE KUMAR REDDY,100000,Others
4/15/2019,PEDDIREDDY RAMANJANEYA REDDY,PEDDIREDDY RAMANJANEYA REDDY,100000,Others
4/15/2019,PEDDIREDDY RAMANJANEYA REDDY,PEDDIREDDY RAMANJANEYA REDDY,100000,Others
4/15/2019,PEDDIREDDY RAMANJANEYA REDDY,PEDDIREDDY RAMANJANEYA REDDY,100000,Others
4/15/2019,PEDDIREDDY RAMANJANEYA REDDY,PEDDIREDDY RAMANJANEYA REDDY,100000,Others
4/15/2019,PEDDIREDDY RAMANJANEYA REDDY,PEDDIREDDY RAMANJANEYA REDDY,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PREMCHAND GODHA,PREMCHAND GODHA,100000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,PRL DEVELOPERS PRIVATE LIMITED,PRL DEVELOPERS PRIVATE LTD,10000000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,RAVINDER AGARWAL,RAVINDER AGARWAL,100000,Others
4/15/2019,SANGIREDDY THIRUPATHI REDDY,SANGIREDDY THIRUPATHI REDDY,100000,Others
4/15/2019,SANGIREDDY THIRUPATHI REDDY,SANGIREDDY THIRUPATHI REDDY,100000,Others
4/15/2019,SANGIREDDY THIRUPATHI REDDY,SANGIREDDY THIRUPATHI REDDY,100000,Others
4/15/2019,SANGIREDDY THIRUPATHI REDDY,SANGIREDDY THIRUPATHI REDDY,100000,Others
4/15/2019,SANGIREDDY THIRUPATHI REDDY,SANGIREDDY THIRUPATHI REDDY,100000,Others
4/15/2019,SHAHAB RIZVI,SHAHAB RIZVI,1000000,Others
4/15/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000,Others
4/15/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000,Others
4/15/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000,Others
4/15/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000,Others
4/15/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000,Others
4/15/2019,SRI KRISHNA INFRAASTRUCTURES,SRI KRISHNA INFRAASTRUCTURES,10000000,Others
4/15/2019,SRI KRISHNA INFRAASTRUCTURES,SRI KRISHNA INFRAASTRUCTURES,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,1000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,1000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,10000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,1000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,1000000,Others
4/15/2019,SUN PHARMA LABORATORIES LTD,SUN PHARMA LABORATORIES LTD,1000000,Others
4/15/2019,SWAPNA CHENNAVARAM,SWAPNA CHENNAVARAM,100000,Others
4/15/2019,SWAPNA CHENNAVARAM,SWAPNA CHENNAVARAM,100000,Others
4/15/2019,SWAPNA CHENNAVARAM,SWAPNA CHENNAVARAM,100000,Others
4/15/2019,SWAPNA CHENNAVARAM,SWAPNA CHENNAVARAM,100000,Others
4/15/2019,SWAPNA CHENNAVARAM,SWAPNA CHENNAVARAM,100000,Others
4/15/2019,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,1000000,UTKAL ALUMINA INTERNATIONAL LTD
4/15/2019,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,1000000,UTKAL ALUMINA INTERNATIONAL LTD
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,1000000,Others
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,1000000,Others
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,100000,Others
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,100000,Others
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,100000,Others
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,100000,Others
4/15/2019,VARDHMAN TEXTILES LTD,VARDHMAN TEXTILES LTD,100000,Others
4/15/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000,Others
4/15/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000,Others
4/15/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000,Others
4/15/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000,Others
4/15/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/15/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
4/16/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/16/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/16/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/16/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/16/2019,BELLWEY INTERNATIONAL CO,BELLWEY INTERNATIONAL CO,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,100000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,100000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,100000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,100000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,100000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
4/16/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LTD,1000000,Others
